"first_words","last_word_expected"
"England_and","the"
"enjoy_all","of"
"enjoy_it","and"
"enjoy_it","as"
"enjoyed_having","the"
"enough_at","the"
"enough_for","me"
"enough_for","the"
"enough_in","the"
"enough_love","to"
"enough_that","I"
"enough_time","to"
"enough_to","be"
"enough_to","get"
"enough_to","have"
"enough_to","help"
"enough_to","just"
"enough_to","make"
"enough_to","see"
"enough_to","sit"
"enough_to","tell"
"enough_to","try"
"enthusiasm_for","the"
"enzo_ferrari","photos"
"Equal_justice","is"
"errors_in","the"
"especially_if","there"
"especially_if","we"
"especially_in","the"
"especially_when","I"
"especially_when","the"
"especially_when","you"
"etc_while","the"
"even_a","few"
"even_a","little"
"even_as","I"
"Even_as","I"
"even_be","able"
"even_begin","to"
"even_better","the"
"even_feed","the"
"even_go","so"
"even_had","a"
"even_have","an"
"Even_if","I"
"even_if","it"
"even_if","they"
"even_if","those"
"even_if","we"
"even_if","you"
"Even_if","you"
"even_in","the"
"even_just","a"
"even_know","existed"
"even_more","I'm"
"even_more","now"
"even_on","the"
"even_say","anything"
"Even_the","most"
"even_then","I"
"even_though","I"
"even_though","it's"
"even_though","that"
"even_though","the"
"Even_though","the"
"even_though","there"
"even_though","we"
"even_when","they"
"evening_and","I"
"event_here","is"
"event_it","is"
"Ever_feel","like"
"ever_seen","in"
"ever_seen","It"
"ever_since","I"
"ever_so","slightly"
"ever_so","slowly"
"ever_there","was"
"every_3","months"
"every_day","I"
"every_now","and"
"every_once","in"
"every_one","of"
"every_piece","of"
"every_single","day"
"every_story","from"
"every_time","I"
"Every_time","I"
"every_time","we"
"everyone_else","had"
"everyone_else","is"
"everyone_else","who"
"everyone_has","a"
"everyone_in","the"
"everything_and","everyone"
"everything_as","it"
"everything_at","the"
"Everything_in","me"
"everything_in","the"
"everything_that","I"
"everything_will","be"
"everything_you","need"
"evidence_of","this"
"evil_It","is"
"exactly_the","same"
"exactly_what","I"
"example_of","the"
"example_of","what"
"Except_for","the"
"except_that","it"
"Exchange_and","the"
"excited_about","the"
"excited_about","this"
"excited_for","the"
"excited_to","get"
"excited_to","see"
"excited_to","share"
"expect_going","into"
"expect_them","to"
"expect_to","be"
"expect_you","to"
"experience_for","me"
"experience_in","a"
"experience_with","the"
"explain_how","they"
"explain_why","I"
"explained_that","he"
"explained_that","we"
"Extra_Virgin","Olive"
"eye_is","mapped"
"eye_on","the"
"eye_to","eye"
"eye_to","the"
"Eyes_Like","Leaves"
"eyes_lit","up"
"eyes_of","the"
"F_+","S"
"f_=","2x"
"fabric_I","used"
"fabrics_are","being"
"face_in","the"
"face_to","face"
"Face_to","Face"
"Facebook_and","Twitter"
"Faces_of","Eve"
"fact_I","had"
"fact_I","was"
"fact_it","is"
"fact_it","was"
"fact_of","life"
"fact_of","the"
"fact_that","he"
"fact_that","his"
"fact_that","I"
"fact_that","she"
"fact_that","the"
"fact_that","they"
"fact_that","you're"
"factor_in","the"
"failing_to","cut"
"fair_amount","of"
"fair_price","for"
"fair_to","say"
"faith_in","God"
"fake_autumn","leaves"
"fall_in","love"
"fall_into","the"
"family_and","friends"
"family_And","it"
"family_and","was"
"family_tree","I"
"famous_baseball","manager"
"fan_of","the"
"fantastic_range","of"
"far_as","I"
"far_as","to"
"far_away","from"
"far_end","of"
"far_from","perfect"
"far_from","the"
"far_into","the"
"far_so","good"
"far_too","many"
"fascinating_in","the"
"fast_and","the"
"fast_and","we"
"fast_enough","to"
"favorite_among","the"
"favorite_band","is"
"favorite_snacks","is"
"favour_of","the"
"favourite_so","far"
"fear_of","being"
"fear_of","stirring"
"fear_of","the"
"fear_of","what"
"fed_up","with"
"feeding_the","hungry"
"feel_about","it"
"feel_bad","for"
"feel_free","to"
"Feel_free","to"
"feel_I","must"
"feel_like","a"
"feel_like","doing"
"feel_like","I"
"feel_like","I'm"
"feel_like","it"
"feel_like","the"
"feel_like","you"
"feel_like","your"
"feel_no","need"
"feel_strongly","about"
"feel_the","need"
"feeling_a","little"
"feeling_is","that"
"feeling_like","a"
"feelings_I","feel"
"feels_like","a"
"feels_really","good"
"feet_in","the"
"fell_in","love"
"felt_a","lot"
"felt_a","lump"
"felt_bad","for"
"felt_like","I"
"felt_that","the"
"ferrari_photos","and"
"ferrari_photos","of"
"few_days","I"
"few_days","of"
"few_days","she"
"few_days","so"
"few_hours","after"
"few_hours","until"
"few_minutes","and"
"few_minutes","to"
"few_months","ago"
"few_months","before"
"few_months","I"
"few_nights","ago"
"few_of","my"
"few_of","the"
"few_of","their"
"few_of","them"
"few_samples","of"
"few_shots","I"
"few_things","that"
"few_times","a"
"few_times","to"
"few_weeks","ago"
"few_weeks","back"
"few_weeks","before"
"few_weeks","If"
"few_years","ago"
"few_years","I"
"few_years","My"
"fields_=","byte"
"fields_land","0x07"
"fields_land","0x80"
"fifteen_years","ago"
"fighting_to","get"
"figure_it","out"
"figure_out","how"
"figure_out","this"
"figure_out","what"
"figured_out","that"
"file_transfer","speed"
"fill_in","the"
"fill_the","hole"
"finally_realized","that"
"find_a","better"
"find_a","lot"
"find_a","way"
"find_a","website"
"find_in","the"
"find_is","that"
"find_it","difficult"
"find_it","hard"
"find_it","in"
"find_it","ironic"
"find_lots","of"
"find_out","if"
"find_out","what"
"find_out","where"
"find_someone","who"
"find_something","that"
"find_that","the"
"find_that","we"
"find_that","you"
"find_the","courage"
"find_their","way"
"findings_in","the"
"finish_it","and"
"Finn_and","Rachel"
"first_and","then"
"first_but","he"
"first_but","it"
"first_came","out"
"first_card","was"
"first_day","of"
"first_few","days"
"first_half","of"
"first_in","a"
"first_novel","The"
"first_of","all"
"First_of","all"
"first_of","the"
"first_one","is"
"first_order","of"
"first_part","of"
"first_taste","of"
"first_thing","I"
"first_time","I"
"first_time","I'd"
"first_time","I've"
"first_time","in"
"first_trip","on"
"first_week","of"
"fish_sauce","and"
"fit_into","the"
"five_points","of"
"flight_of","stairs"
"FLIP_or","MIRROR"
"flour_baking","powder"
"Flour_You","can"
"focus_more","on"
"focus_on","the"
"focus_on","this"
"focus_on","what"
"focused_on","the"
"fold_in","the"
"folks_at","the"
"folks_in","the"
"folks_to","come"
"follow_my","blog"
"follow_the","rules"
"followed_by","a"
"followed_by","the"
"Following_My","Paint"
"Following_on","from"
"food_and","the"
"food_and","water"
"food_to","the"
"foods_with","low"
"for_1","1"
"for_15","minutes"
"for_15","years"
"for_2","hours"
"for_5","minutes"
"for_5-10","minutes"
"for_a","10"
"for_a","better"
"for_a","bit"
"for_a","brief"
"for_a","bunch"
"for_a","change"
"for_a","cool"
"for_a","couple"
"for_a","day"
"for_a","double"
"for_a","few"
"for_a","good"
"for_a","laugh"
"for_a","little"
"for_a","long"
"for_a","lot"
"for_a","minute"
"for_a","much"
"for_a","nap"
"for_a","new"
"for_a","particular"
"for_a","quick"
"for_a","response"
"for_a","second"
"for_a","series"
"for_a","short"
"for_a","small"
"for_a","third"
"for_a","time"
"for_a","total"
"for_a","touchdown"
"for_a","variety"
"for_a","very"
"for_a","walk"
"for_a","way"
"for_a","week"
"for_a","while"
"for_a","wide"
"for_a","woman"
"for_a","year"
"for_about","10"
"for_about","15"
"for_about","an"
"for_about","five"
"for_all","of"
"For_all","of"
"for_all","the"
"for_all","those"
"for_all","to"
"for_all","you"
"for_an","angel"
"for_an","hour"
"for_and","against"
"for_And","I"
"for_another","day"
"for_any","purpose"
"for_any","reason"
"for_anyone","who"
"for_around","2"
"for_at","least"
"for_Bernadette","and"
"for_both","the"
"for_breakfast","and"
"for_Christmas","Eve"
"for_each","day"
"for_each","of"
"for_every","single"
"for_everyone","For"
"For_example","a"
"For_example","I"
"for_example","the"
"For_example","the"
"for_failing","to"
"for_fear","of"
"for_forgiveness","and"
"for_free","and"
"for_God","and"
"for_half","an"
"for_having","a"
"for_her","family"
"for_her","I"
"for_her","it"
"for_her","It's"
"for_her","mother"
"for_her","son"
"for_her","to"
"for_him","to"
"for_his","family"
"for_His","my"
"for_his","own"
"for_his","wife"
"for_how","the"
"for_if","I"
"for_instance","but"
"for_it","and"
"for_it","I"
"for_just","a"
"for_just","the"
"for_less","than"
"for_letting","me"
"for_long","walks"
"for_longer","than"
"for_lunch","and"
"for_many","years"
"for_me","and"
"for_me","but"
"for_me","But"
"for_me","I"
"For_me","I"
"for_me","in"
"for_me","is"
"For_me","it"
"For_me","it's"
"for_me","So"
"for_me","the"
"for_me","The"
"for_me","this"
"For_me","this"
"for_me","to"
"for_me","unless"
"for_me","was"
"for_money","I"
"for_more","than"
"for_more","until"
"for_most","of"
"for_my","family"
"for_my","own"
"for_not","eating"
"for_now","I"
"for_one","another"
"for_one","of"
"for_one","particular"
"for_one","thing"
"For_one","thing"
"for_others","to"
"for_our","own"
"for_over","20"
"for_over","a"
"for_people","to"
"for_people","who"
"for_post-conviction","relief"
"for_prescription","toothpaste"
"for_proof","of"
"for_quite","a"
"for_riches","and"
"for_sale","but"
"for_sale","in"
"for_several","hours"
"for_so","long"
"for_so","many"
"for_some","kind"
"for_some","reason"
"for_some","time"
"for_someone","else"
"for_someone","to"
"for_someone","who"
"for_something","I"
"for_stopping","by"
"for_taking","a"
"for_taking","care"
"for_taking","the"
"for_that","already"
"for_that","matter"
"for_the","1"
"for_the","2012"
"for_the","afternoon"
"for_the","best"
"for_the","better"
"for_the","book"
"for_the","candy"
"for_the","championship"
"for_the","coming"
"for_the","Court"
"for_the","day"
"for_the","days"
"for_the","delay"
"for_the","evening"
"for_the","event"
"for_the","fact"
"For_the","final"
"for_the","first"
"For_the","first"
"for_the","food"
"for_the","fun"
"for_the","future"
"for_the","good"
"for_the","gown"
"for_the","great"
"for_the","guy"
"for_the","head"
"for_the","last"
"For_the","last"
"for_the","majority"
"for_the","most"
"For_the","most"
"for_the","National"
"for_the","new"
"for_the","next"
"for_the","night"
"for_the","past"
"for_the","people"
"for_the","person"
"for_the","project"
"for_the","purposes"
"for_the","reader"
"for_the","rest"
"for_the","sake"
"for_the","same"
"for_the","school"
"for_the","second"
"for_the","summer"
"for_the","sun"
"for_the","time"
"for_the","week"
"for_the","woman"
"for_the","world"
"for_the","year"
"for_their","own"
"for_them","And"
"for_them","to"
"for_this","is"
"for_this","kind"
"for_this","particular"
"for_this","project"
"for_this","recipe"
"for_this","to"
"for_this","year"
"for_those","of"
"For_those","of"
"for_those","who"
"For_those","who"
"for_those","with"
"for_too","long"
"for_two","days"
"for_two","hours"
"for_two","months"
"for_up","to"
"for_us","all"
"for_us","and"
"for_us","in"
"for_us","The"
"for_us","to"
"for_what","I"
"for_what","it"
"for_what","was"
"for_who","I"
"for_Windows","XP"
"for_years","and"
"for_years","to"
"for_you","and"
"for_you","as"
"for_you","in"
"for_you","to"
"for_your","$"
"for_your","business"
"for_your","support"
"force_that","is"
"forces_with","the"
"forcing_me","to"
"foreign_exchange","restrictions"
"forget_all","about"
"forget_that","you"
"forgot_to","add"
"forgot_to","get"
"forgot_to","take"
"forgotten_about","one"
"forgotten_about","the"
"form_of","a"
"forward_to","it"
"forward_to","seeing"
"forward_to","the"
"found_a","few"
"found_a","number"
"found_a","way"
"found_each","other"
"found_in","the"
"found_it","hard"
"found_on","the"
"found_out","that"
"found_some","of"
"found_that","I"
"found_that","the"
"found_that","those"
"four_and","a"
"four_ounces","of"
"fraction_of","the"
"Frankly_I","don't"
"free_and","fair"
"free_to","read"
"free_to","share"
"French_Fridays","with"
"fresh_fruits","and"
"fresh_ground","pepper"
"friction_measures","the"
"Friday_and","Saturday"
"Fridays_with","Dorie"
"fridge_for","2"
"friend_of","mine"
"friends_and","family"
"friends_and","I"
"friends_in","the"
"friends_It","was"
"friends_to","go"
"from_a","book"
"from_a","bottle"
"from_a","couple"
"from_a","different"
"from_a","distance"
"from_a","free"
"from_a","friend"
"from_a","local"
"from_a","position"
"from_a","wide"
"from_an","accident"
"from_an","online"
"from_each","other"
"from_God","and"
"from_having","to"
"from_his","loss"
"from_his","position"
"from_last","week's"
"from_me","and"
"from_my","stash"
"from_now","on"
"from_one","of"
"from_perfect","but"
"from_reading","the"
"from_school","and"
"from_school","on"
"from_some","of"
"from_someone","who"
"from_start","to"
"from_Taiwan","and"
"From_the","ashes"
"from_the","beginning"
"from_the","cold"
"from_the","dead"
"from_the","first"
"from_the","freezer"
"from_the","front"
"from_the","fun"
"from_the","gods"
"from_the","government"
"from_the","grave"
"from_the","grocery"
"from_the","hospital"
"from_the","kitchen"
"from_the","library"
"from_the","most"
"from_the","ocean"
"from_the","old"
"from_the","original"
"from_the","outset"
"from_the","outside"
"from_the","past"
"from_the","Philippines"
"from_the","planet"
"from_the","shadows"
"from_the","social"
"from_the","top"
"from_the","very"
"from_the","walls"
"from_their","local"
"From_there","I"
"from_this","blog"
"from_those","that"
"from_trying","to"
"from_what","I"
"from_where","we"
"from_which","we"
"from_working","in"
"from_you","and"
"from_your","past"
"front_of","her"
"front_of","his"
"front_of","the"
"front_of","them"
"front_of","us"
"fruit_and","a"
"fruits_and","vegetables"
"fuck_that","means"
"fucking_up","some"
"fucking_with","my"
"full_details","of"
"full_of","excitement"
"full_of","fun"
"full_week","of"
"fully_aware","of"
"fun_and","we"
"fun_in","the"
"fun_to","just"
"fun_trying","to"
"fundamental_miscarriage","of"
"funny_to","me"
"funny_to","watch"
"further_ado","I"
"gap_between","the"
"gave_her","some"
"gave_in","and"
"gave_it","a"
"gave_it","to"
"gave_me","a"
"gave_me","his"
"gave_up","a"
"gay_and","lesbian"
"gays_and","lesbians"
"gearing_into","the"
"George_W","Bush"
"get_a","better"
"get_a","bit"
"get_a","camera"
"get_a","feel"
"get_a","few"
"get_a","good"
"get_a","GPS"
"get_a","little"
"get_a","lot"
"get_a","response"
"get_an","idea"
"get_away","from"
"get_away","with"
"get_back","into"
"get_back","on"
"get_back","to"
"get_caught","up"
"get_down","to"
"get_enough","of"
"get_hold","of"
"get_home","from"
"get_if","you"
"get_into","a"
"get_it","The"
"get_it","to"
"get_me","out"
"get_me","wrong"
"get_my","hands"
"get_myself","a"
"get_on","with"
"get_one","of"
"get_out","of"
"get_permits","and"
"get_pregnant","right"
"get_ready","for"
"get_rid","of"
"get_sick","of"
"get_the","impression"
"get_the","job"
"get_the","rest"
"get_the","results"
"get_there","but"
"get_this","party"
"get_through","the"
"get_through","this"
"get_to","do"
"get_to","for"
"get_to","her"
"get_to","know"
"get_to","raise"
"get_to","see"
"get_to","the"
"get_to","work"
"get_together","and"
"get_up","and"
"get_used","to"
"get_worse","as"
"Get_yourself","some"
"gets_it","right"
"gets_to","the"
"gets_what","they"
"getting_back","to"
"getting_it","all"
"getting_on","the"
"getting_out","of"
"getting_ready","to"
"getting_to","know"
"getting_used","to"
"gift_from","the"
"gifts_as","well"
"gin_and","tonic"
"girl_can","dream"
"girl_in","the"
"girl_who","was"
"girls_in","the"
"give_a","bit"
"give_him","a"
"give_it","a"
"give_it","another"
"give_it","to"
"give_it","up"
"give_life","to"
"give_me","a"
"give_me","credit"
"give_people","a"
"give_thanks","for"
"give_the","name"
"give_them","a"
"give_up","that"
"give_up","their"
"give_you","a"
"give_you","all"
"give_you","an"
"give_you","the"
"giveaway_on","your"
"given_a","special"
"given_me","a"
"given_me","in"
"given_the","opportunity"
"given_to","me"
"gives_you","a"
"giving_him","food"
"giving_me","a"
"giving_permission","for"
"glad_I","did"
"glad_to","get"
"glass_of","wine"
"Glen_Hay","Falconer"
"Glitter_E","Yaynus"
"glory_of","God"
"go_according","to"
"go_ahead","and"
"go_all","the"
"go_along","with"
"go_and","get"
"go_and","trust"
"go_around","the"
"go_back","there"
"go_back","to"
"go_by","and"
"go_for","it"
"go_forward","and"
"go_home","and"
"go_I","am"
"go_I","had"
"go_I","have"
"go_in","and"
"go_in","the"
"go_into","the"
"go_of","a"
"go_of","that"
"go_of","the"
"go_on","a"
"go_out","and"
"go_out","of"
"go_so","far"
"go_through","the"
"go_to","a"
"go_to","bed"
"go_to","Florida"
"go_to","school"
"go_to","sleep"
"go_to","the"
"go_to","work"
"go_trust","me"
"go_with","it"
"goal_is","to"
"goal_oriented","seller"
"goals_for","the"
"God_and","His"
"God_and","the"
"God_did","not"
"God_does","not"
"God_in","my"
"God_of","the"
"GOD_SAYS","I"
"God_who","is"
"goes_a","little"
"goes_down","to"
"goes_on","to"
"goes_to","a"
"goes_to","the"
"going_and","I'm"
"going_back","and"
"going_back","to"
"going_for","the"
"going_on","in"
"going_on","the"
"going_through","a"
"going_through","the"
"going_to","ask"
"going_to","be"
"going_to","bring"
"going_to","change"
"going_to","come"
"going_to","do"
"going_to","eat"
"going_to","find"
"going_to","get"
"going_to","give"
"going_to","go"
"going_to","happen"
"going_to","have"
"going_to","kill"
"going_to","leave"
"going_to","let"
"going_to","make"
"going_to","need"
"going_to","pay"
"going_to","play"
"going_to","run"
"going_to","see"
"going_to","show"
"going_to","start"
"going_to","take"
"going_to","tell"
"going_to","the"
"Going_to","the"
"going_to","try"
"going_to","win"
"going_very","well"
"good_and","bad"
"good_and","evil"
"good_and","I"
"good_and","the"
"good_at","it"
"good_enough","to"
"good_for","children"
"good_for","her"
"good_guy","and"
"good_Ideas","that"
"good_meal","and"
"good_news","for"
"good_news","is"
"good_night's","sleep"
"good_shape","and"
"good_that","I"
"good_thing","This"
"good_things","in"
"good_time","to"
"good_to","be"
"good_to","have"
"good_to","see"
"Goods_and","the"
"goods_or","services"
"got_a","big"
"got_a","good"
"got_a","little"
"got_around","to"
"got_off","the"
"got_out","of"
"got_rid","of"
"got_the","feeling"
"got_the","idea"
"got_to","get"
"got_to","go"
"got_to","know"
"got_to","make"
"got_to","play"
"got_to","see"
"got_to","the"
"got_to","work"
"got_up","to"
"got_you","I"
"government_was","elected"
"graphics_and","the"
"grateful_that","they"
"grateful_that","you"
"great_amount","of"
"great_and","we"
"great_food","and"
"great_job","of"
"great_place","to"
"great_sense","of"
"great_thing","about"
"great_to","have"
"great_way","to"
"greater_understanding","of"
"green_chilli","and"
"grew_up","Some"
"grocery_store","I"
"group_did","a"
"group_of","friends"
"group_of","people"
"group_This","is"
"group_which","has"
"groups_of","people"
"grow_up","and"
"growing_up","and"
"Growing_up","I"
"grown_to","be"
"guess_I","can"
"guess_I'm","just"
"guests_and","their"
"Gulf_Island","Waterpark"
"Gulf_of","Mexico"
"guy_who","was"
"guys_who","came"
"h_=","d"
"Ha_ha","ha"
"Ha_Ji","Won"
"had_a","bit"
"had_a","chance"
"had_a","couple"
"had_a","feeling"
"had_a","few"
"had_a","good"
"had_a","great"
"had_a","little"
"had_a","long"
"had_a","lot"
"had_a","nice"
"had_a","wonderful"
"had_access","to"
"had_already","been"
"had_an","interest"
"had_an","opportunity"
"had_anything","to"
"had_been","attacked"
"had_been","killed"
"had_been","reduced"
"had_been","seen"
"had_done","this"
"had_done","to"
"had_given","to"
"had_grown","up"
"Had_I","been"
"had_I","just"
"had_in","mind"
"had_it","in"
"had_just","been"
"had_just","begun"
"had_just","had"
"had_led","to"
"had_lots","of"
"had_my","first"
"had_never","seen"
"had_no","clue"
"had_no","doubt"
"had_no","idea"
"had_no","other"
"had_no","problem"
"had_no","right"
"had_not","been"
"had_nothing","to"
"had_put","his"
"had_seen","in"
"had_sex","with"
"had_some","trouble"
"had_split","the"
"had_started","to"
"had_such","a"
"had_tasted","the"
"had_the","great"
"had_the","honor"
"had_the","opportunity"
"had_time","to"
"had_to","ask"
"had_to","be"
"had_to","deal"
"had_to","do"
"had_to","get"
"had_to","give"
"had_to","go"
"had_to","have"
"had_to","learn"
"had_to","leave"
"had_to","make"
"had_to","offer"
"had_to","say"
"had_to","serve"
"had_to","take"
"had_to","turn"
"had_to","use"
"had_to","wait"
"had_told","me"
"had_tried","to"
"hadn't_even","done"
"hadn't_had","anything"
"hair_is","now"
"half_a","dozen"
"half_a","lime"
"half_an","hour"
"half_of","all"
"half_of","the"
"half_of","them"
"half-cup_of","cooked"
"hand_of","the"
"hand_over","the"
"hand_there","are"
"handle_these","things"
"hands_on","the"
"hang_it","on"
"hang_out","with"
"hanging_around","in"
"hanging_out","with"
"happen_in","the"
"happen_this","year"
"happen_to","be"
"happen_to","me"
"happened_to","be"
"happened_to","that"
"happened_to","the"
"happens_to","be"
"happy_with","the"
"hard_but","I"
"hard_for","me"
"hard_I","don't"
"hard_not","to"
"hard_to","do"
"hard_to","find"
"hard_to","get"
"hard_to","keep"
"hard_to","learn"
"hard_to","take"
"Hard_work","and"
"harmony_in","the"
"has_a","beautiful"
"has_a","certain"
"has_a","different"
"has_a","lot"
"has_a","new"
"has_a","wonderful"
"has_all","the"
"has_always","been"
"has_always","had"
"has_become","a"
"has_become","the"
"has_been","a"
"has_been","an"
"has_been","around"
"has_been","described"
"has_been","designated"
"has_been","done"
"has_been","dyed"
"has_been","especially"
"has_been","given"
"has_been","in"
"has_been","killed"
"has_been","much"
"has_been","on"
"has_been","one"
"has_been","playing"
"has_been","pulled"
"has_been","set"
"has_been","so"
"has_been","the"
"has_been","up"
"has_been","well"
"has_been","with"
"has_come","to"
"has_done","a"
"has_done","for"
"has_done","it"
"has_done","the"
"has_focused","on"
"has_gone","on"
"has_gone","up"
"has_got","to"
"has_grown","to"
"has_had","a"
"has_her","own"
"has_lost","its"
"has_meant","that"
"has_more","than"
"has_more","to"
"has_never","had"
"has_no","idea"
"has_not","been"
"has_nothing","to"
"has_produced","a"
"has_resulted","in"
"has_served","as"
"has_taught","me"
"has_the","power"
"has_the","right"
"has_the","same"
"has_to","be"
"has_to","offer"
"has_turned","out"
"has_worked","with"
"has_yet","to"
"hate_each","other"
"hate_when","a"
"have_a","beautiful"
"have_a","big"
"have_a","bit"
"have_a","blog"
"have_a","break"
"have_a","chance"
"have_a","client"
"have_a","cold"
"have_a","conversation"
"have_a","couple"
"have_a","deep"
"have_a","family"
"have_a","feeling"
"have_a","few"
"have_a","friend"
"have_a","fun"
"have_a","good"
"have_a","gorgeous"
"have_a","great"
"Have_a","great"
"have_a","happy"
"have_a","hard"
"have_a","house"
"have_a","job"
"have_a","little"
"have_a","long"
"have_a","lot"
"have_a","new"
"have_a","nice"
"have_a","picture"
"have_a","pretty"
"have_a","problem"
"have_a","proper"
"have_a","seat"
"have_a","sense"
"have_a","small"
"have_a","smoke"
"have_a","strong"
"have_a","variety"
"have_a","very"
"have_a","wonderful"
"have_access","to"
"have_all","been"
"have_also","been"
"have_always","been"
"have_an","affair"
"have_an","awesome"
"have_an","important"
"have_any","interest"
"have_anything","to"
"have_become","a"
"have_become","like"
"have_been","a"
"have_been","able"
"have_been","added"
"have_been","an"
"have_been","better"
"have_been","blessed"
"have_been","busy"
"have_been","doing"
"have_been","done"
"have_been","for"
"have_been","in"
"have_been","killed"
"have_been","made"
"have_been","no"
"have_been","of"
"have_been","on"
"have_been","passed"
"have_been","possible"
"have_been","reported"
"have_been","so"
"have_been","the"
"have_been","through"
"have_been","trying"
"have_been","very"
"have_been","with"
"have_been","working"
"have_brought","a"
"have_chosen","the"
"have_come","to"
"have_come","up"
"have_decided","not"
"have_decided","to"
"have_done","it"
"have_done","so"
"have_ever","seen"
"have_everything","I"
"have_found","a"
"have_found","that"
"have_gone","through"
"have_got","to"
"have_had","a"
"have_had","one"
"have_had","the"
"have_had","to"
"have_handled","it"
"have_in","common"
"have_in","my"
"have_in","the"
"have_its","own"
"have_learned","from"
"have_liked","to"
"have_lived","in"
"have_looked","at"
"have_lost","their"
"have_lots","of"
"have_made","a"
"have_more","to"
"have_much","in"
"have_never","been"
"have_never","had"
"have_never","heard"
"have_never","seen"
"have_no","idea"
"have_no","interest"
"have_no","record"
"have_not","been"
"have_not","had"
"have_not","read"
"have_not","seen"
"have_not","yet"
"have_on","hand"
"have_on","the"
"have_our","own"
"have_picked","up"
"have_plans","to"
"have_plenty","of"
"have_reached","a"
"have_right","now"
"have_said","it"
"have_seen","a"
"have_seen","her"
"have_seen","the"
"have_shown","that"
"have_so","many"
"have_so","much"
"have_some","more"
"have_some","other"
"have_started","to"
"have_stories","to"
"have_such","a"
"have_taken","a"
"have_taken","to"
"have_the","ability"
"have_the","luxury"
"have_the","money"
"have_the","time"
"have_their","own"
"have_thought","that"
"have_three","blogs"
"have_time","to"
"have_to","admit"
"have_to","be"
"have_to","choose"
"have_to","deal"
"have_to","do"
"HAVE_to","do"
"have_to","drink"
"have_to","eat"
"have_to","give"
"have_to","go"
"have_to","have"
"have_to","interact"
"have_to","keep"
"have_to","know"
"have_to","listen"
"have_to","live"
"have_to","look"
"have_to","mail"
"have_to","make"
"have_to","move"
"have_to","pay"
"have_to","remember"
"have_to","say"
"have_to","share"
"have_to","spend"
"have_to","stay"
"have_to","take"
"have_to","trust"
"have_to","wait"
"have_to","work"
"have_too","much"
"have_won","the"
"have_yet","to"
"have_you","been"
"Have_you","ever"
"have_you","heard"
"have_your","back"
"have_your","own"
"haven't_been","able"
"haven't_done","a"
"haven't_had","a"
"having_a","good"
"having_a","great"
"having_time","to"
"Hay_Falconer","Foundation"
"hdc_in","next"
"he_and","his"
"he_and","I"
"he_can","do"
"He_can","go"
"he_can","stop"
"he_checked","his"
"he_comes","over"
"he_did","all"
"he_did","and"
"he_did","it"
"he_did","not"
"he_didn't","know"
"he_doesn't","know"
"he_doesn't","want"
"he_explained","that"
"he_felt","something"
"He_gave","me"
"he_gives","the"
"he_had","a"
"he_had","an"
"he_had","been"
"He_had","been"
"he_had","just"
"he_had","no"
"He_had","no"
"he_had","not"
"he_had","the"
"he_had","to"
"he_had","wings"
"he_has","a"
"He_has","a"
"He_has","already"
"he_has","been"
"He_has","been"
"He_has","no"
"he_has","not"
"he_has","to"
"he_is","a"
"He_is","a"
"He_is","also"
"he_is","awake"
"he_is","doing"
"He_is","doing"
"he_is","going"
"he_is","just"
"he_is","not"
"he_is","probably"
"he_is","still"
"he_is","the"
"He_is","the"
"he_is","trying"
"He_left","the"
"He_loves","to"
"he_made","a"
"he_makes","it"
"he_might","have"
"he_must","have"
"he_needed","to"
"he_needs","to"
"he_or","she"
"he_responded","to"
"he_said","But"
"He_said","he"
"he_said","I"
"he_said","in"
"he_said","of"
"he_said","that"
"he_says","it"
"he_seemed","to"
"he_seems","to"
"he_sees","it"
"he_should","be"
"He_talks","about"
"he_tells","me"
"he_told","me"
"He_told","me"
"he_tries","to"
"he_used","to"
"he_wanted","to"
"He_wanted","to"
"He_wants","His"
"he_wants","to"
"He_wants","to"
"He_wants","us"
"he_was","a"
"He_was","a"
"he_was","doing"
"he_was","going"
"he_was","here"
"he_was","in"
"he_was","living"
"he_was","not"
"He_was","not"
"he_was","on"
"he_was","put"
"he_was","ready"
"he_was","so"
"He_was","so"
"he_was","still"
"he_was","supposed"
"he_was","taken"
"he_was","the"
"He_was","then"
"he_was","told"
"he_was","trying"
"he_went","through"
"he_went","to"
"He_went","to"
"he_will","be"
"he_will","have"
"He_would","be"
"he_would","have"
"he_would","look"
"he_would","not"
"he_wrote","in"
"he's_a","great"
"He's_fucking","with"
"he's_going","to"
"he's_in","love"
"head_back","and"
"head_back","to"
"head_into","a"
"head_Of","course"
"head_of","the"
"head_that","I"
"head_to","the"
"headed_off","to"
"heading_to","the"
"healthy_looking","young"
"hear_from","you"
"heard_about","the"
"heard_of","the"
"heard_through","the"
"heart_and","soul"
"heart_of","the"
"heart_wasn't","in"
"heat_of","the"
"Heat_the","oil"
"heat_to","low"
"heaven_in","the"
"heavy_metals","and"
"height_=","le16"
"held_you","close"
"hell_breaks","loose"
"help_her","to"
"help_It","is"
"help_me","in"
"help_them","get"
"help_us","to"
"help_with","the"
"help_you","feel"
"helped_me","to"
"her_and","said"
"her_and","she"
"her_and","the"
"her_as","a"
"her_at","the"
"her_back","to"
"her_best","friend"
"her_blog","I"
"her_camera","and"
"her_connection","with"
"her_dad","and"
"her_desire","to"
"her_dreams","and"
"her_friend","and"
"her_from","the"
